id_hh,전력소비량,주택면적,(더미)주택종류,(더미)준공연도,외벽수,거주층수,방수,(더미)전월년 동월 전기요금 확인,가구원수,(더미)월평균소득,도시여부
HH18240002,3351,69.3,3,6,4,1,2,1,3,1,2
HH18240020,1977,66,3,6,6,8,2,1,3,2,2
HH18240034,1760,66,3,6,4,7,2,1,2,1,2
HH18240057,3835,105.6,1,3,5,1,3,,2,1,2
HH18240053,4902,168.3,3,4,3,12,4,3,5,3,2
HH15250012,3583,112.2,3,5,4,9,3,2,5,3,2
HH13250005,4027,112.2,3,5,4,19,3,1,3,3,2
HH13250008,3430,138.6,3,4,6,8,4,1,4,3,2
HH17250001,3394,99,3,4,4,7,3,2,4,3,2
HH14250001,3194,75.9,2,6,4,2,3,2,2,2,2
HH17250002,3209,82.5,1,2,6,1,3,2,3,2,2
HH17250003,3858,72.6,1,2,4,1,3,2,4,3,2
HH17250005,2815,108.9,3,5,4,15,3,3,3,2,2
HH17250006,3003,66,2,3,4,1,3,2,2,2,2
HH17250007,2893,75.9,1,5,6,1,3,2,4,3,2
HH17250009,2575,105.6,3,4,4,5,3,1,4,1,2
HH18250003,4449,82.5,3,6,4,2,3,3,5,3,2
HH14250003,3993,72.6,1,1,6,1,3,3,3,3,2
HH12250011,4121,105.6,1,2,4,1,3,2,4,3,2
HH11250022,3842,62.7,1,3,4,2,2,3,2,1,2
HH12250012,2952,79.2,1,3,6,1,2,3,2,3,2
HH11250023,2392,62.7,1,2,4,1,2,2,3,3,2
HH12250013,2984,82.5,1,1,4,1,3,2,4,2,2
HH14250004,4109,69.3,3,4,4,12,2,1,2,2,2
HH16250023,3166,69.3,3,5,4,9,2,2,2,2,2
HH17250010,2433,99,3,4,4,1,3,3,2,3,2
HH17250011,2443,99,3,4,4,1,3,2,4,4,2
HH17250012,3394,99,3,4,4,2,3,2,4,3,2
HH17250013,3325,99,3,4,4,3,3,2,3,3,2
HH17250014,2546,99,3,4,4,3,3,2,4,3,2
HH17250015,3130,72.6,2,4,4,2,3,1,2,2,2
HH17250016,2707,79.2,2,6,4,0,3,2,3,3,2
HH17250017,2747,105.6,3,5,4,6,3,2,4,4,2
HH17250018,3449,105.6,3,5,4,11,3,2,4,2,2
HH12250016,903,102.3,3,4,4,8,3,2,5,3,2
HH17250019,3231,188.1,1,2,4,1,5,2,6,2,2
HH18250006,3209,82.5,2,4,4,4,3,3,4,3,2
HH18250001,3583,112.2,3,6,4,5,3,1,2,2,2
HH18250004,3252,108.9,3,5,4,18,3,3,4,4,2
HH13250013,4108,105.6,3,4,3,3,3,1,2,1,2
HH16250010,2365,105.6,2,5,4,1,3,2,2,3,2
HH12250006,2323,138.6,2,4,4,2,3,2,3,3,2
HH13250015,3872,79.2,2,3,4,1,3,,2,1,2
HH16250012,386,79.2,2,3,4,1,3,,4,2,2
HH13250016,3130,72.6,2,3,4,1,3,2,2,1,2
HH17250020,2571,72.6,2,3,4,1,3,2,2,1,2
HH13250018,2157,72.6,2,3,4,1,3,2,2,1,2
HH13250019,3356,105.6,3,4,4,13,3,1,4,3,2
HH13250020,2202,105.6,3,4,4,5,3,1,4,3,2
HH13250021,3394,105.6,3,4,4,7,3,1,4,3,2
HH13250022,3212,105.6,3,4,4,8,3,2,3,3,2
HH11250015,3324,75.9,3,4,4,5,3,2,3,3,2
HH16250013,2678,75.9,3,4,4,15,3,2,3,3,2
HH16250014,2810,75.9,3,4,4,7,3,3,4,3,2
HH16250015,2764,75.9,3,4,2,10,3,1,3,3,2
HH16250016,3141,75.9,3,4,4,14,3,2,3,2,2
HH16250017,2704,99,3,4,3,4,3,1,4,3,2
HH11250016,3795,82.5,1,4,4,2,3,3,2,1,2
HH16250019,1902,46.2,2,4,3,1,2,,1,2,2
HH13250030,2937,59.4,2,4,4,3,2,1,2,2,2
HH13250032,608,26.4,2,4,5,1,1,3,2,2,2
HH13250033,2756,79.2,3,4,4,12,2,2,3,2,2
HH12250010,2863,118.8,3,4,4,4,4,3,3,2,2
HH16250021,2868,69.3,2,5,4,3,2,2,4,3,2
HH13250035,1886,102.3,3,4,4,7,3,1,4,3,2
HH13250034,3605,49.5,3,4,3,6,2,3,4,1,2
HH17250021,2258,39.6,2,4,5,4,2,,4,1,2
HH17250022,3394,99,2,5,4,3,3,3,2,2,2
HH15250013,1971,132,1,3,5,3,4,1,4,2,2
HH17250024,3250,79.2,1,1,6,1,2,2,2,1,2
HH17250025,3555,75.9,1,6,6,1,3,2,2,2,2
HH17250026,3209,82.5,1,1,6,1,2,,2,2,2
HH17250027,2882,59.4,1,2,6,1,3,2,3,4,2
HH17250028,2826,66,2,5,4,4,2,,2,1,2
HH17250029,3067,92.4,2,6,3,2,3,1,4,2,2
HH17250030,5580,99,2,6,5,2,3,,3,3,2
HH17250031,2960,75.9,1,3,4,1,3,,1,1,2
HH17250032,2463,112.2,3,4,4,11,3,1,4,4,2
HH17250033,3310,102.3,3,4,2,2,3,1,3,3,2
HH13250028,3067,92.4,3,6,4,4,3,2,3,2,2
HH17250034,2995,105.6,3,4,4,9,3,1,4,4,2
HH13250025,2672,105.6,3,4,4,17,3,1,4,3,2
HH17250035,6320,108.9,3,4,4,12,3,2,4,4,2
HH17250036,3884,82.5,3,4,4,6,1,,1,1,2
HH17250037,2781,66,2,4,4,2,3,1,2,2,2
HH18250007,3526,92.4,2,4,4,2,3,2,3,3,2
HH18250008,3449,105.6,2,3,5,3,3,3,4,3,2
HH18250002,4699,112.2,3,4,4,10,3,3,3,2,2
HH18250009,3065,82.5,1,3,4,2,3,2,1,2,2
HH18250010,3459,42.9,2,3,4,2,2,1,2,1,2
HH18250012,3449,105.6,1,3,6,1,3,1,2,1,2
HH14250002,705,79.2,3,4,4,7,3,,3,3,2
HH13250036,3449,105.6,3,4,2,9,3,2,3,4,2
HH16250022,1572,112.2,3,6,4,6,3,1,1,2,2
HH13250037,4081,105.6,3,4,4,15,3,2,3,4,2
HH13250038,4702,105.6,3,4,4,3,3,1,2,3,2
HH13250039,3520,108.9,3,5,3,10,3,2,4,3,2
HH17250038,3306,49.5,2,6,4,1,1,1,1,1,2
HH17250039,2522,132,1,6,5,3,3,2,4,2,2
HH17250040,3130,72.6,3,6,2,5,2,2,1,2,2
HH11250002,4724,102.3,3,4,4,11,3,1,2,3,2
HH11250003,3445,89.1,3,4,4,11,3,2,2,2,2
HH13250001,3394,99,3,4,4,3,3,2,2,2,2
HH15250003,3449,105.6,3,4,4,5,3,1,4,3,2
HH16250001,4525,72.6,3,4,4,11,3,3,3,3,2
HH16250002,2913,75.9,3,4,4,2,3,3,2,1,2
HH16250003,3686,115.5,3,6,4,5,3,2,4,2,2
HH16250004,2882,59.4,3,3,4,5,2,1,3,2,2
HH16250005,4724,75.9,3,4,4,9,3,3,2,1,2
HH16250006,2230,46.2,3,3,4,1,2,3,4,2,2
HH15250005,4875,105.6,1,3,4,1,3,1,3,3,2
HH15250007,4079,66,1,3,4,1,3,2,2,3,2
HH16250007,3209,82.5,2,3,5,2,3,,5,3,2
HH16250008,3445,89.1,1,2,4,1,3,,4,3,2
HH16250009,2617,49.5,1,3,4,2,2,1,2,2,2
HH13250002,3449,105.6,3,4,3,7,3,1,2,1,2
HH13250003,3394,99,1,4,4,2,3,2,6,3,2
HH12250003,3250,79.2,1,4,4,1,4,,2,1,2
HH12250004,3445,89.1,1,4,3,1,3,3,1,1,2
HH15250008,3940,99,2,4,3,1,3,3,3,2,2
HH17250041,7587,118.8,3,4,4,5,4,2,4,3,2
HH17250042,3520,108.9,3,4,5,19,3,1,3,2,2
HH17250043,3449,105.6,1,4,4,2,3,1,3,3,2
HH18250005,3445,89.1,1,3,4,1,3,1,2,2,2
HH18250011,4587,105.6,3,4,3,8,3,1,3,3,2
HH11260039,2940,82.5,3,4,2,1,3,3,2,3,2
HH11260040,3705,92.4,3,4,5,1,3,1,2,1,2
HH11260041,3249,72.6,3,4,2,1,3,3,3,1,2
HH11260042,2529,92.4,3,4,2,2,3,,1,1,2
HH11260043,3209,82.5,3,4,2,2,3,,1,1,2
HH11260047,4270,102.3,3,4,2,5,3,4,4,3,2
HH11260048,3402,33,1,1,6,1,1,,1,1,2
HH11260049,2893,42.9,2,1,4,2,2,,2,1,2
HH11260050,3932,79.2,3,4,2,7,2,2,5,3,2
HH11260052,3445,89.1,3,4,3,1,3,1,4,2,2
HH11260053,3895,89.1,3,4,2,8,3,,2,2,2
HH11260054,5806,92.4,1,3,4,2,3,1,3,3,2
HH11260055,3892,66,1,3,6,1,2,,1,1,2
HH17260001,2404,108.9,3,6,2,12,3,3,4,4,2
HH17260002,3611,105.6,2,4,3,3,3,1,3,2,2
HH14260001,3509,122.1,3,4,2,6,4,3,3,4,2
HH14260002,3684,105.6,3,4,2,17,3,4,3,3,2
HH14260003,4193,105.6,3,4,2,3,3,3,3,2,2
HH11260004,3192,82.5,2,3,4,3,3,3,2,3,2
HH11260006,4942,99,1,3,4,1,3,2,3,3,2
HH11260008,3145,79.2,3,5,2,1,3,1,4,3,2
HH14260004,3382,82.5,3,3,3,4,3,,3,2,2
HH14260005,3209,82.5,3,3,5,4,3,4,3,2,2
HH11260011,2781,102.3,1,3,5,2,3,4,2,3,2
HH17260003,2793,72.6,3,4,2,14,2,4,3,4,2
HH16260001,1705,42.9,2,5,3,3,1,2,1,2,2
HH17260004,4214,92.4,3,4,2,14,3,3,3,3,2
HH17260005,4452,92.4,3,4,2,11,3,4,3,2,2
HH15260002,2811,105.6,3,5,3,10,3,1,6,3,2
HH15260003,2899,105.6,3,5,2,6,3,1,1,1,2
HH12260002,3307,75.9,3,4,6,15,3,3,4,3,2
HH14260007,3903,79.2,3,4,2,4,3,2,4,3,2
HH11260017,3739,75.9,3,4,2,9,3,4,3,3,2
HH11260018,3066,112.2,3,4,4,8,3,1,3,2,2
HH11260019,4359,82.5,2,4,5,1,2,3,4,2,2
HH14260008,2769,89.1,1,4,5,1,3,3,2,3,2
HH16260002,3024,69.3,1,4,6,1,2,,1,1,2
HH14260009,3437,82.5,2,4,2,2,3,,4,3,2
HH15260004,4729,49.5,1,5,4,1,2,1,3,2,2
HH11260020,3003,66,1,3,4,1,3,3,3,3,2
HH17260006,3340,82.5,3,4,2,2,3,4,3,3,2
HH17260007,4314,72.6,3,4,2,12,2,1,4,2,2
HH17260009,4094,69.3,3,4,2,1,2,,4,3,2
HH17260011,3487,112.2,3,6,2,16,3,4,2,4,2
HH17260012,2573,102.3,2,6,3,2,3,4,3,3,2
HH15260001,3361,79.2,3,4,3,13,3,3,4,2,2
HH17260013,2626,82.5,1,4,5,2,2,1,3,3,2
HH18260005,3400,105.6,3,5,3,21,3,4,3,2,2
HH18260001,2932,66,1,2,6,1,3,,1,1,2
HH18260002,3310,105.6,3,6,2,2,3,2,4,3,2
HH18260004,4377,66,3,4,2,9,2,4,4,3,2
HH18260003,4827,85.8,3,4,2,5,3,3,5,3,2
HH18260006,2202,92.4,3,3,3,1,3,3,5,2,2
HH18260007,4915,66,3,4,2,2,2,4,5,3,2
HH11260021,2781,82.5,2,5,3,2,2,,1,1,2
HH11260022,3028,112.2,3,6,6,5,3,2,4,3,2
HH11260025,3630,69.3,3,5,2,2,2,3,3,2,2
HH11260003,2893,105.6,3,4,3,14,3,3,4,3,2
HH15260006,3326,79.2,3,4,2,2,2,3,4,1,2
HH15260007,4294,145.2,3,4,4,1,4,1,3,1,2
HH11260026,3692,79.2,3,5,4,9,3,3,4,3,2
HH11260027,1774,33,1,1,6,1,1,1,1,1,2
HH11260028,1706,36.3,1,3,6,1,2,,1,1,2
HH11260029,4060,46.2,1,2,5,1,2,1,1,1,2
HH11260030,2355,33,1,3,5,2,1,,1,1,2
HH13260001,3190,59.4,1,3,5,1,2,1,1,2,2
HH12260003,3023,66,1,2,6,1,2,2,1,1,2
HH11260031,4034,56.1,1,5,5,1,2,2,4,2,2
HH11260032,3825,85.8,1,3,5,2,3,1,4,3,2
HH11260033,2785,33,1,3,6,1,1,,1,1,2
HH11260034,3503,82.5,2,3,5,1,3,1,3,3,2
HH11260035,2711,89.1,1,3,6,1,4,1,1,1,2
HH12260004,2503,82.5,2,3,4,1,3,1,2,1,2
HH11260036,4207,59.4,1,3,5,1,3,2,3,2,2
HH15260008,2827,66,2,1,5,1,2,,2,3,2
HH11260037,1039,92.4,1,5,5,1,3,1,5,3,2
HH11260038,2024,33,1,5,6,1,3,1,2,3,2
HH17260015,2875,92.4,3,5,3,14,3,4,4,2,2
HH17260018,1503,52.8,1,1,6,1,3,,2,1,2
HH15260005,3636,102.3,3,4,2,9,3,3,4,2,2
HH12290002,512,39.6,1,5,5,3,2,2,1,1,3
HH12290003,5104,39.6,1,5,4,3,2,2,1,1,3
HH16290002,479,23.1,1,5,2,1,1,1,1,1,3
HH16290003,479,23.1,1,5,3,2,1,,1,1,3
HH16290001,479,23.1,1,5,4,2,1,2,1,1,3
HH17310001,1552,56.1,2,5,3,1,2,,1,3,3
HH18310004,2662,92.4,2,5,3,1,3,1,3,2,3
HH18310052,1540,72.6,2,5,3,2,3,1,4,2,3
HH18310054,3921,92.4,2,5,3,3,3,1,4,3,3
HH18310063,3877,92.4,2,5,3,2,3,1,3,2,3
HH13310057,3508,105.6,1,5,5,2,3,,5,4,3
HH18310087,3644,89.1,1,5,4,2,3,1,3,2,3
HH18310079,3666,155.1,1,5,4,2,3,1,4,3,3
HH18310082,2260,102.3,1,5,4,2,3,1,4,3,3
HH18310084,2753,92.4,1,4,4,2,3,1,4,2,3
HH13310059,3078,155.1,3,6,3,28,4,1,3,4,3
HH17310004,2827,95.7,3,4,2,4,3,1,3,4,3
HH17310005,3399,125.4,3,5,2,13,4,2,5,4,3
HH17310006,2176,72.6,3,4,3,2,3,2,3,2,3
HH17310007,4340,165,3,5,3,5,4,,5,4,3
HH18310050,2836,108.9,3,5,3,15,3,1,4,4,3
HH18310002,3404,99,3,5,2,16,3,1,5,4,3
HH18310005,2882,105.6,3,4,3,7,3,1,4,2,3
HH18310057,2378,95.7,3,5,3,5,3,2,4,3,3
HH17310009,4640,148.5,3,5,3,4,4,,4,3,3
HH18310058,3769,59.4,2,5,5,3,3,2,2,3,3
HH18310026,2364,49.5,2,5,3,3,2,,1,1,3
HH18310010,2728,49.5,2,4,4,2,2,,1,1,3
HH18310012,3745,59.4,1,5,4,2,3,3,4,2,3
HH18310014,3840,66,1,5,4,1,3,3,4,2,3
HH18310017,3129,49.5,1,5,4,2,3,2,3,2,3
HH18310019,3223,49.5,2,4,5,1,3,,3,3,3
HH18310030,2073,59.4,2,3,3,2,2,,5,2,3
HH18310034,3628,69.3,1,5,5,1,3,3,4,3,3
HH18310038,2221,59.4,1,5,5,3,3,,2,2,3
HH18310073,2093,49.5,2,5,4,2,2,3,2,1,3
HH18310075,2166,99,2,4,4,4,2,,1,4,3
HH18310042,3069,59.4,2,4,4,3,3,3,2,2,3
HH18310044,4361,59.4,2,5,4,2,3,,5,3,3
HH18310046,2468,49.5,2,4,4,4,3,,2,1,3
HH18310048,2950,59.4,2,4,5,4,3,3,3,3,3
HH18310022,4049,69.3,2,4,5,1,3,,4,2,3
HH18310025,3530,59.4,2,4,5,4,3,2,3,2,3
HH13310048,4356,105.6,3,5,3,16,3,,2,3,3
HH13310049,3282,105.6,3,5,3,12,3,,3,4,3
HH13310051,2637,105.6,3,5,3,10,3,2,4,4,3
HH13310054,4242,105.6,3,4,3,8,3,,4,4,3
HH17310016,1844,69.3,3,4,3,7,2,,3,3,3
HH17310017,2313,69.3,3,4,3,15,2,,4,3,3
HH17310019,1994,79.2,3,4,3,5,3,,3,4,3
HH17310020,1110,49.5,2,5,4,2,2,,1,2,3
HH17310021,3005,105.6,3,4,2,1,3,,4,4,3
HH17310022,4887,158.4,3,4,3,19,4,,4,4,3
HH17310024,2423,72.6,3,4,3,2,3,,2,2,3
HH17310025,2028,105.6,2,6,3,4,3,,4,3,3
HH17310026,3419,69.3,3,4,3,7,2,,3,3,3
HH18310085,2325,158.4,3,4,3,2,4,2,3,3,3
HH18310029,4236,85.8,3,4,3,5,3,3,4,4,3
HH18310041,4085,105.6,3,4,2,10,3,2,4,4,3
HH18310047,4652,138.6,3,5,3,10,2,1,2,2,3
HH13310099,3610,85.8,3,4,2,7,3,3,4,2,3
HH13310100,1717,52.8,3,5,2,8,1,,1,2,3
HH17310028,3536,105.6,3,5,3,13,3,2,2,1,3
HH17310029,3376,92.4,1,5,3,3,3,3,2,4,3
HH13310098,1817,69.3,3,6,2,10,2,2,3,1,3
HH17310030,4627,115.5,2,5,4,3,3,3,4,2,3
HH17310031,2643,92.4,3,4,3,20,3,4,4,3,3
HH17310032,2566,165,1,3,6,1,3,,2,1,3
HH17310035,3117,82.5,1,3,6,1,2,4,3,1,3
HH17310036,1708,49.5,1,4,6,1,2,,1,1,3
HH17310041,2274,59.4,1,2,6,1,2,4,2,1,3
HH17310042,2579,49.5,2,3,5,1,2,,2,1,3
HH17310046,2257,49.5,1,1,6,1,1,,1,1,3
HH17310047,2221,49.5,1,3,6,1,2,,2,1,3
HH17310048,1630,16.5,1,1,6,1,1,3,1,1,3
HH17310049,2542,82.5,3,4,2,15,3,3,3,3,3
HH18310060,3931,62.7,3,4,3,10,2,2,3,3,3
HH18310062,3335,66,2,4,3,2,2,,3,2,3
HH18310066,2480,49.5,2,5,5,4,2,,1,2,3
HH18310068,3646,52.8,3,5,3,7,2,3,3,2,3
HH18310069,2126,33,1,6,5,3,1,,1,2,3
HH18310071,4849,115.5,2,4,4,1,3,4,3,2,3
HH18310077,3292,99,1,5,5,3,3,4,2,2,3
HH18310080,4266,66,1,5,4,2,2,,4,2,3
HH18310083,3809,85.8,3,3,2,5,3,3,3,2,3
HH18310092,3060,69.3,2,6,3,2,3,3,3,2,3
HH18310093,2369,79.2,3,5,6,8,3,,2,1,3
HH18310115,3480,108.9,3,5,2,6,3,4,3,3,3
HH18310116,2790,79.2,3,4,3,15,3,3,4,3,3
HH18310117,3481,108.9,3,4,3,11,3,3,3,3,3
HH18310096,3316,56.1,3,4,3,11,3,3,3,3,3
HH18310099,4220,165,3,4,3,23,4,3,5,1,3
HH18310119,3520,108.9,3,6,2,12,3,3,3,3,3
HH18310101,2785,105.6,3,5,2,15,3,4,4,4,3
HH18310103,3061,79.2,3,5,2,9,3,3,3,3,3
HH16310002,3870,148.5,3,5,3,6,4,2,5,2,3
HH13310030,3213,75.9,2,4,2,2,2,2,2,2,3
HH13310032,2838,85.8,3,5,3,5,3,1,4,2,3
HH13310033,1340,99,3,5,3,4,3,,3,3,3
HH13310034,3395,132,3,6,3,2,4,2,6,2,3
HH13310035,3394,99,3,4,3,4,3,2,4,2,3
HH13310036,3310,102.3,3,4,2,3,3,2,5,2,3
HH13310037,2882,59.4,3,3,2,4,2,2,4,2,3
HH13310039,3977,99,3,6,3,12,3,2,3,3,3
HH11310014,3483,112.2,3,6,3,5,3,1,4,3,3
HH13310045,3624,184.8,3,4,3,3,4,1,3,3,3
HH17310058,3250,79.2,3,6,2,28,3,2,4,4,3
HH13310028,3080,59.4,2,4,3,1,2,1,1,1,3
HH17310060,3214,105.6,3,5,3,12,3,2,3,4,3
HH17310061,2987,62.7,3,6,2,14,2,1,1,1,3
HH17310062,1078,79.2,2,6,3,3,3,2,2,2,3
HH13310040,1221,108.9,3,5,2,12,3,2,3,3,3
HH17310064,3866,161.7,3,5,6,7,4,2,4,4,3
HH17310065,1718,82.5,3,5,3,13,3,2,3,2,3
HH17310066,3171,92.4,2,5,3,3,3,2,4,3,3
HH17310067,2558,52.8,1,2,5,2,2,1,2,1,3
HH17310068,182,95.7,3,6,3,20,3,2,4,4,3
HH18310045,3520,108.9,3,4,3,12,3,3,5,4,3
HH18310095,4030,148.5,3,5,3,13,4,2,6,3,3
HH18310028,3166,69.3,3,3,3,1,3,1,4,2,3
HH18310127,3166,69.3,3,3,2,4,3,1,4,2,3
HH18310067,3394,99,3,5,2,14,3,3,3,3,3
HH18310108,3462,69.3,3,3,2,2,3,1,2,2,3
HH18310111,5169,105.6,3,4,4,1,3,1,4,2,3
HH18310053,3449,105.6,2,6,5,2,3,2,4,3,3
HH13310010,3482,105.6,3,5,2,16,3,,3,3,3
HH12310025,2891,79.2,1,3,4,2,2,1,1,1,3
HH17310069,2506,66,2,4,4,3,3,3,3,2,3
HH17310070,3209,82.5,1,1,5,2,3,2,6,3,3
HH13310011,4289,115.5,1,6,5,1,3,2,4,2,3
HH18310036,3304,46.2,1,4,3,2,3,3,3,2,3
HH18310015,2665,79.2,3,5,5,1,2,2,2,2,3
HH18310120,2936,66,1,3,6,1,3,,3,3,3
HH18310121,3250,79.2,2,4,3,3,3,3,4,4,3
HH18310124,3400,59.4,1,4,5,2,3,1,2,2,3
HH18310125,2553,82.5,2,5,4,1,3,2,4,3,3
HH18310126,3875,52.8,3,4,2,3,2,2,4,2,3
HH18310162,3243,161.7,3,5,3,27,4,3,4,4,3
HH18310165,4265,105.6,3,4,3,7,3,,4,2,3
HH17310079,15555,99,1,4,6,1,3,,2,2,3
HH17310080,14996,89.1,1,4,6,1,3,,2,1,3
HH18310091,2346,66,1,3,6,1,3,,2,1,3
HH18310110,2657,79.2,1,3,6,1,3,,5,3,3
HH18310142,1166,49.5,1,1,6,1,2,,2,1,3
HH18310094,3035,99,1,5,6,1,3,,3,2,3
HH18310055,3823,72.6,3,5,3,3,2,2,2,3,3
HH18310018,1009,69.3,3,5,3,10,2,2,2,1,3
HH13310066,3166,69.3,3,4,2,12,2,3,4,3,3
HH17310081,3209,82.5,2,6,3,2,3,3,3,2,3
HH17310083,4708,99,1,5,6,1,3,,4,3,3
HH18310102,3164,66,1,4,5,1,3,2,3,2,3
HH18310129,2418,66,2,4,3,1,2,2,2,1,3
HH18310065,2585,59.4,2,5,5,2,2,,3,2,3
HH13310064,3209,82.5,3,6,3,2,3,,4,4,3
HH18310104,6399,148.5,1,4,6,1,4,3,5,4,3
HH18310130,3900,82.5,3,5,2,5,3,3,4,2,3
HH12310002,3655,207.9,1,5,5,1,4,2,2,3,3
HH12310003,3640,125.4,1,5,5,1,3,1,4,3,3
HH12310004,4638,224.4,1,5,4,1,4,2,4,3,3
HH11310005,4336,89.1,2,3,4,2,3,3,2,2,3
HH12310009,3403,79.2,2,3,4,1,2,3,3,2,3
HH14310005,3351,66,3,6,3,11,2,1,3,3,3
HH17310085,2558,52.8,2,3,3,3,2,,2,1,3
HH17310086,3520,112.2,3,6,3,17,3,,5,2,3
HH17310087,1137,59.4,2,3,6,2,2,,1,1,3
HH17310088,3133,75.9,3,6,3,11,2,1,4,3,3
HH17310090,2875,42.9,2,5,3,1,2,3,1,1,3
HH17310092,3115,69.3,2,3,5,3,2,3,2,2,3
HH17310093,3034,75.9,3,4,2,4,3,2,3,1,3
HH18310001,3081,148.5,1,6,4,1,3,2,2,2,3
HH18310008,3678,69.3,2,5,2,3,2,1,2,4,3
HH18310007,3939,79.2,2,3,4,2,2,3,3,2,3
HH18310132,2303,56.1,2,5,5,1,2,,2,1,3
HH18310133,1321,69.3,2,3,4,3,2,,1,2,3
HH13310002,2441,62.7,3,4,3,8,2,3,3,2,3
HH17310094,2954,115.5,1,3,5,3,3,2,2,2,3
HH18310006,3649,112.2,1,5,6,1,3,2,3,3,3
HH18310003,3949,115.5,1,3,5,3,3,1,4,4,3
HH18310135,4391,82.5,3,5,2,10,3,2,5,3,3
HH14310008,3225,85.8,3,4,3,13,3,2,2,1,3
HH13310006,3335,184.8,3,4,3,10,5,2,3,4,3
HH17310096,5779,161.7,3,6,3,29,4,2,4,4,3
HH17310097,3586,128.7,3,6,3,14,3,2,4,3,3
HH17310098,3185,105.6,3,4,3,9,3,2,4,2,3
HH18310020,3799,69.3,1,3,3,1,2,2,4,2,3
HH18310023,4259,105.6,1,4,5,1,3,2,4,3,3
HH18310027,4063,79.2,2,5,3,2,3,2,3,3,3
HH13310009,2460,148.5,3,3,2,10,4,3,3,1,3
HH13310016,3681,102.3,3,3,2,4,3,1,2,2,3
HH17310099,4902,168.3,3,5,2,18,4,1,3,3,3
HH17310101,5579,112.2,3,6,2,14,3,,4,4,3
HH18310009,2121,105.6,3,5,3,8,3,1,4,3,3
HH18310049,6425,69.3,3,4,2,2,2,,5,4,3
HH18310137,2184,108.9,3,4,2,12,3,1,2,4,3
HH16310001,2958,82.5,3,5,3,11,3,,2,2,3
HH17310103,3407,118.8,3,4,6,14,3,1,4,4,3
HH17310105,3141,105.6,3,5,2,13,3,,4,2,3
HH17310106,4085,214.5,1,6,5,2,5,1,4,3,3
HH18310016,23970,198,1,6,4,2,5,1,3,4,3
HH18310039,2944,102.3,3,4,3,5,3,1,3,2,3
HH18310138,3788,102.3,3,4,3,7,3,1,4,3,3
HH18310141,2933,102.3,3,4,3,11,3,1,4,3,3
HH18310089,6540,112.2,3,5,2,8,3,,4,4,3
HH18310031,4542,99,1,4,5,1,3,2,4,3,3
HH18310033,3009,72.6,2,4,4,3,2,2,2,2,3
HH18310164,2693,125.4,3,4,3,15,3,3,3,2,3
HH18310032,3250,79.2,3,4,2,11,3,2,2,1,3
HH18310144,3005,79.2,3,4,6,2,2,3,3,3,3
HH18310105,3034,79.2,3,4,2,6,2,3,1,1,3
HH18310070,3382,108.9,3,5,2,2,3,3,3,4,3
HH18310072,3471,108.9,3,5,2,3,3,3,4,4,3
HH18310074,3190,108.9,3,5,4,1,3,3,4,4,3
HH18310076,3222,108.9,3,5,3,3,3,2,4,4,3
HH18310081,2597,66,3,5,3,2,2,3,3,3,3
HH18310086,3122,108.9,3,5,3,12,3,3,3,4,3
HH18310136,3520,108.9,3,5,2,3,3,3,4,3,3
HH18310146,3093,108.9,3,5,2,6,3,3,3,3,3
HH18310078,2572,108.9,3,5,2,2,3,,2,2,3
HH17310110,7719,105.6,3,4,3,6,3,1,5,3,3
HH17310111,2931,105.6,3,6,4,19,3,1,4,2,3
HH17310112,2722,112.2,3,6,3,4,3,3,4,3,3
HH18310056,2996,105.6,3,5,3,9,3,2,3,3,3
HH18310061,3444,115.5,3,5,3,9,3,4,3,2,3
HH18310112,3880,66,1,4,4,2,3,2,4,3,3
HH18310147,3275,112.2,3,6,3,2,3,2,4,3,3
HH18310148,3177,82.5,3,6,4,1,3,1,4,2,3
HH18310149,2026,79.2,3,5,3,15,2,3,2,3,3
HH18310163,2410,79.2,3,4,3,11,3,1,2,4,3
HH17310115,4189,158.4,1,6,6,1,3,2,4,4,3
HH17310116,4342,165,1,6,6,1,3,,4,4,3
HH17310117,3925,112.2,1,6,6,1,3,,2,2,3
HH18310040,4232,148.5,1,6,6,1,3,,3,3,3
HH18310043,2980,141.9,1,6,6,1,4,,3,3,3
HH18310037,2920,89.1,3,4,3,10,3,3,1,2,3
HH18310150,2818,89.1,3,4,3,7,3,3,2,2,3
HH18310122,2428,89.1,3,4,3,11,3,3,2,1,3
HH13310077,2526,79.2,3,4,3,10,3,2,4,4,3
HH13310081,2731,108.9,3,5,4,20,3,1,4,3,3
HH13310084,3229,115.5,3,5,3,6,3,1,4,4,3
HH17310118,2074,92.4,3,4,3,4,3,,2,2,3
HH17310119,3365,115.5,3,5,3,1,3,,4,2,3
HH17310120,2858,105.6,3,4,3,14,3,3,2,2,3
HH13310087,1618,79.2,3,4,3,2,3,,6,2,3
HH18310131,1853,112.2,3,6,6,5,4,1,2,4,3
HH18310154,1361,82.5,3,6,3,21,3,4,3,4,3
HH18310128,3075,112.2,3,5,3,4,3,,4,3,3
HH18310134,3264,105.6,3,5,3,19,3,1,2,3,3
HH18310151,2133,75.9,3,4,3,7,3,,3,3,3
HH18310152,2451,108.9,3,4,3,10,3,3,2,2,3
HH18310153,3297,75.9,3,4,3,9,3,3,2,2,3
HH18310123,3972,75.9,3,4,3,5,3,3,1,2,3
